 ,Dep.,Apelido,Região, .1,Situação, .2,Função,Tipo Apanha Frac.,Altura,Num.Posto,Descr.Posto,Motivo Bloqueio, .3,Data Último Invent.,Sit.Último Invent.,Total Invent.
,1,12.054,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:36,Em Contagem,1
,1,12.055,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-21 13:13:56,Em Contagem,1
,1,12.056,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:36,Em Contagem,1
,1,12.061,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:30,Em Contagem,1
,1,12.062,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:30,Em Contagem,1
,1,12.063,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:36,Em Contagem,1
,1,12.064,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:36,Em Contagem,1
,1,12.065,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:30,Em Contagem,1
,1,12.066,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:36,Em Contagem,1
,1,12.071,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:36,Em Contagem,1
,1,12.072,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:36,Em Contagem,1
,1,12.073,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:30,Em Contagem,1
,1,12.074,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:36,Em Contagem,1
,1,12.075,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:37,Em Contagem,1
,1,12.076,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-21 13:13:57,Em Contagem,1
,1,12.081,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:37,Em Contagem,1
,1,12.082,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:37,Em Contagem,1
,1,12.083,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:30,Em Contagem,1
,1,12.084,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:37,Em Contagem,1
,1,12.085,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:37,Em Contagem,1
,1,12.086,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:37,Em Contagem,1
,1,13.011,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:30,Em Contagem,1
,1,13.012,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:31,Em Contagem,1
,1,13.013,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:37,Em Contagem,1
,1,13.014,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:38,Em Contagem,1
,1,13.015,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:38,Em Contagem,1
,1,13.016,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:31,Em Contagem,1
,1,13.021,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:31,Em Contagem,1
,1,13.022,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:31,Em Contagem,1
,1,13.023,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:38,Em Contagem,1
,1,13.024,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:38,Em Contagem,1
,1,13.025,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:38,Em Contagem,1
,1,13.026,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:38,Em Contagem,1
,1,13.031,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:38,Em Contagem,1
,1,13.032,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:38,Em Contagem,1
,1,13.033,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:38,Em Contagem,1
,1,13.034,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:39,Em Contagem,1
,1,13.035,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:39,Em Contagem,1
,1,13.036,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:39,Em Contagem,1
,1,13.041,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:31,Em Contagem,1
,1,13.042,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:31,Em Contagem,1
,1,13.043,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:31,Em Contagem,1
,1,13.044,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:31,Em Contagem,1
,1,13.045,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:32,Em Contagem,1
,1,13.046,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:39,Em Contagem,1
,1,13.051,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:32,Em Contagem,1
,1,13.052,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:32,Em Contagem,1
,1,13.053,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:32,Em Contagem,1
,1,13.054,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-21 13:13:57,Em Contagem,1
,1,13.055,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:32,Em Contagem,1
,1,13.056,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:39,Em Contagem,1
,1,13.061,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:39,Em Contagem,1
,1,13.062,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:39,Em Contagem,1
,1,13.063,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-21 13:13:58,Em Contagem,1
,1,13.064,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:32,Em Contagem,1
,1,13.065,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-21 13:13:58,Em Contagem,1
,1,13.066,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-21 13:13:58,Em Contagem,1
,1,13.071,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:32,Em Contagem,1
,1,13.072,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:39,Em Contagem,1
,1,13.073,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:40,Em Contagem,1
,1,13.074,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-06-30 16:27:17,Em Contagem,1
,1,13.075,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-21 13:13:58,Em Contagem,1
,1,13.076,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-07-11 12:47:21,Pendente,1
,1,13.081,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:40,Em Contagem,1
,1,13.082,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-22 17:57:32,Em Contagem,1
,1,13.083,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-04 11:28:20,Em Contagem,1
,1,13.084,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-06-23 16:20:10,Em Contagem,2
,1,13.085,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-05-30 09:37:40,Em Contagem,1
,1,13.086,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,11,APANHA FRAC.ESTACAO 11,INVENTARIO,,2023-08-21 13:13:58,Em Contagem,1
,1,14.011,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:40,Em Contagem,1
,1,14.012,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:40,Em Contagem,1
,1,14.013,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:40,Em Contagem,1
,1,14.014,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:40,Em Contagem,1
,1,14.015,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:41,Em Contagem,1
,1,14.016,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:41,Em Contagem,1
,1,14.021,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:13:58,Em Contagem,1
,1,14.022,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:41,Em Contagem,1
,1,14.023,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:13:58,Em Contagem,1
,1,14.024,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:13:58,Em Contagem,1
,1,14.025,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:41,Em Contagem,1
,1,14.026,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:41,Em Contagem,1
,1,14.031,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:41,Em Contagem,1
,1,14.032,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:42,Em Contagem,1
,1,14.033,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:13:59,Em Contagem,1
,1,14.034,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:42,Em Contagem,1
,1,14.035,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:42,Em Contagem,1
,1,14.036,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:13:59,Em Contagem,1
,1,14.041,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:13:59,Em Contagem,1
,1,14.042,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:13:59,Em Contagem,1
,1,14.043,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:13:59,Em Contagem,1
,1,14.044,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:00,Em Contagem,1
,1,14.045,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:00,Em Contagem,1
,1,14.046,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:00,Em Contagem,1
,1,14.051,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:00,Em Contagem,1
,1,14.052,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:42,Em Contagem,1
,1,14.053,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:00,Em Contagem,1
,1,14.054,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:00,Em Contagem,1
,1,14.055,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:00,Em Contagem,1
,1,14.056,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:00,Em Contagem,1
,1,14.061,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:01,Em Contagem,1
,1,14.062,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:01,Em Contagem,1
,1,14.063,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:01,Em Contagem,1
,1,14.064,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-22 17:57:33,Em Contagem,1
,1,14.065,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:01,Em Contagem,1
,1,14.066,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:01,Em Contagem,1
,1,14.071,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:42,Em Contagem,1
,1,14.072,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:01,Em Contagem,1
,1,14.073,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:01,Em Contagem,1
,1,14.074,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:01,Em Contagem,1
,1,14.075,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-05-30 09:37:42,Em Contagem,1
,1,14.076,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:02,Em Contagem,1
,1,14.081,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-22 17:57:33,Em Contagem,1
,1,14.082,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-21 13:14:02,Em Contagem,1
,1,14.083,,,Bloq.Invent.,,Apanha,Flowrack,ALTURA MAIOR PADRAO,12,APANHA FRAC.ESTACAO 12,INVENTARIO,,2023-08-22 17:57:33,Em Contagem,1
