Cód.Produto,Descrição,Curva,Embal.,Qtde Venda,Qtde Acumulada,Perc.,Perc.Acumulada,Dias Pedido,Média por dia,Capacid.Apan.,Perc.Capacid.Apan.,Endereço Apanha,Tipo Ender.,Estoque (Unid.),Ativ.Ressupr.,Qtde Desvio Picking,Ender.Apan.Cx.Fech.,Estoque Cx.Fech. (Unid.),Ativ.Ressupr.Cx.Fech.,Estoque Armaz. (Unid.),Estoque Geral (Unid.)
20000011095.0,PREDNISOLONA 20MG C/ 10COMP,A,1.0,27128.0,2834180.0,0.4491,46.9148,196.0,138.4082,191.0,72.465,00.199.502.57.03,Flowrack,182.0,184.0,731.0,01.015.035.01.02,756.0,77.0,2520.0,3458.0
20000010411.0,ACEBROFILINA AD 50MG 120ML,A,1.0,26692.0,2860872.0,0.4418,47.356700000000004,93.0,287.0108,336.0,85.4199,00.199.502.45.06,Flowrack,251.0,151.0,929.0,01.014.022.01.01,720.0,71.0,4260.0,5231.0
20000102036.0,VITAFER 109MG C/ 50COMP,A,1.0,26497.0,2887369.0,0.43860000000000005,47.795300000000005,259.0,102.305,150.0,68.2033,00.199.502.23.03,Flowrack,128.0,217.0,1305.0,01.014.034.01.02,720.0,94.0,1440.0,2288.0
20000109020.0,POLICLAVUMOXIL BD 400MG (AM) SUSP 70ML,A,1.0,26466.0,2913835.0,0.43810000000000004,48.2334,43.0,615.4884000000001,200.0,307.74420000000003,00.199.501.38.05,Flowrack,4.0,59.0,3231.0,01.016.026.01.01,0.0,34.0,0.0,4.0
20000010105.0,HIDROXIDO ALUMINIO SUSP 240ML GEN,A,1.0,26025.0,2939860.0,0.4308,48.6642,125.0,208.20000000000002,175.0,118.9714,01.995.022.90.03,Ponta Gondola,0.0,331.0,738.0,01.014.028.01.02,0.0,156.0,0.0,0.0
20000010018.0,NEOMICINA+BACITRACINA POM 15G,A,1.0,25461.0,2965321.0,0.42150000000000004,49.0856,247.0,103.081,224.0,46.0183,00.199.502.73.01,Flowrack,0.0,189.0,1018.0,01.014.018.02.02,0.0,113.0,0.0,0.0
20000102062.0,GEROVITAL C/ 60CAPS,A,1.0,25132.0,2990453.0,0.41600000000000004,49.5016,263.0,95.55890000000001,125.0,76.4471,00.199.502.25.03,Flowrack,31.0,420.0,2141.0,01.015.041.01.01,450.0,224.0,4650.0,5131.0
20000011002.0,AMOXICILINA 500MG (AM) C/ 21CAP,A,1.0,25057.0,3015510.0,0.4148,49.9164,111.0,225.73870000000002,150.0,150.4925,00.199.502.55.02,Flowrack,140.0,167.0,1517.0,01.016.018.01.01,500.0,99.0,3050.0,3690.0
20000010806.0,ACET DE DEXAMETASONA CREME 10G,A,1.0,24591.0,3040101.0,0.4071,50.3235,239.0,102.89120000000001,300.0,34.2971,00.199.502.17.01,Flowrack,290.0,156.0,548.0,01.015.037.01.02,560.0,96.0,4480.0,5330.0
20000010833.0,ACIDO TRANEXAMICO 250MG C/ 12COMP,A,1.0,24371.0,3064472.0,0.40340000000000004,50.7269,181.0,134.6464,332.0,40.5561,00.199.502.34.01,Flowrack,258.0,154.0,841.0,01.014.040.02.01,384.0,81.0,5760.0,6402.0
20000102058.0,NOCICLIN C/21 COMP,A,1.0,23900.0,3088372.0,0.3956,51.1225,255.0,93.72550000000001,250.0,37.4902,00.199.502.25.04,Flowrack,242.0,235.0,1186.0,01.015.035.01.01,192.0,192.0,7632.0,8066.0
20000102256.0,ALLEXOFEDRIN 120MG C/ 10COM REV-,A,1.0,23814.0,3112186.0,0.3942,51.5167,254.0,93.75590000000001,384.0,24.4156,00.199.502.67.03,Flowrack,387.0,150.0,875.0,01.014.036.02.02,960.0,139.0,4320.0,5667.0
20000106004.0,DORSPAN SOL ORAL C/ 20ML,A,1.0,23730.0,3135916.0,0.39280000000000004,51.9095,256.0,92.6953,300.0,30.898400000000002,00.199.502.31.05,Flowrack,224.0,190.0,997.0,01.014.022.01.02,300.0,99.0,3000.0,3524.0
20000010125.0,AMOX+CLAVUL POT SUSP 250MG (AM) 75ML,A,1.0,23412.0,3159328.0,0.3875,52.2971,53.0,441.73580000000004,150.0,294.4905,00.199.502.95.06,Flowrack,77.0,132.0,2185.0,01.016.022.01.01,450.0,58.0,18960.0,19487.0
20000102255.0,ALLEXOFEDRIN 180MG C/ 10COM REV-,A,1.0,22782.0,3182110.0,0.3771,52.6742,229.0,99.4847,226.0,44.019800000000004,00.199.502.04.02,Flowrack,241.0,117.0,912.0,01.014.012.02.02,432.0,107.0,3840.0,4513.0
20000102379.0,"POLAPIC 0,4MG/ML SOL OR 120ML",A,1.0,22691.0,3204801.0,0.37560000000000004,53.049800000000005,152.0,149.2829,180.0,82.9349,00.199.501.96.05,Flowrack,153.0,238.0,632.0,01.015.015.01.02,720.0,83.0,14820.0,15693.0
20000011929.0,CLOR FEXOFENADINA 180MG C/ 10COMP,A,1.0,22082.0,3226883.0,0.3655,53.4153,152.0,145.27630000000002,288.0,50.443200000000004,00.199.501.82.02,Flowrack,283.0,467.0,1749.0,01.018.021.01.01,480.0,123.0,2448.0,3211.0
20000010233.0,CLORTALIDONA 25MG C/ 60COMP,A,1.0,21719.0,3248602.0,0.35950000000000004,53.7748,151.0,143.83440000000002,336.0,42.807900000000004,01.995.025.90.03,Ponta Gondola,0.0,168.0,26.0,01.015.025.01.01,0.0,81.0,0.0,0.0
20000010479.0,ACET TRIANCINOLONA PDA 10GR,A,1.0,20767.0,3269369.0,0.3438,54.1186,190.0,109.3,392.0,27.8827,01.995.026.90.01,Ponta Gondola,296.0,89.0,1070.0,01.014.036.02.01,1008.0,54.0,2744.0,4048.0
20000010366.0,SIMETICONA  40MG C/ 20COMP,A,1.0,20203.0,3289572.0,0.33440000000000003,54.453,181.0,111.61880000000001,420.0,26.5759,00.199.502.65.01,Flowrack,415.0,101.0,574.0,01.014.038.02.01,960.0,82.0,3300.0,4675.0
20000010766.0,ACIDO MEFENAMICO 500MG C/ 24COMP,A,1.0,19849.0,3309421.0,0.3286,54.781600000000005,213.0,93.18780000000001,288.0,32.3569,00.199.502.18.03,Flowrack,254.0,183.0,787.0,01.016.017.01.01,384.0,85.0,5328.0,5966.0
20000010203.0,CEFALEXINA 500MG (AM) C/ 10COMP,A,1.0,19815.0,3329236.0,0.328,55.1096,225.0,88.0667,384.0,22.934,00.199.502.54.02,Flowrack,48.0,140.0,602.0,01.016.020.01.01,624.0,97.0,480.0,1469.0
20000231262.0,EXPECTAMIN SOL ORAL 120ML,A,1.0,19648.0,3348884.0,0.3252,55.4348,55.0,357.2364,600.0,59.5394,00.199.502.66.05,Flowrack,0.0,138.0,725.0,01.014.024.01.02,0.0,38.0,0.0,0.0
20000231048.0,CELERG XPE 120ML,A,1.0,19449.0,3368333.0,0.3219,55.756800000000005,30.0,648.3000000000001,720.0,90.0417,00.199.502.65.05,Flowrack,0.0,60.0,14.0,01.014.042.01.01,0.0,25.0,0.0,0.0
20000010039.0,DIPIRONA SOD 20ML,A,1.0,19431.0,3387764.0,0.3216,56.0784,176.0,110.4034,500.0,22.0807,00.199.502.21.05,Flowrack,450.0,85.0,134.0,01.014.014.01.02,1500.0,57.0,4500.0,6450.0
20000102018.0,EMISTIN 20COMP,A,1.0,18806.0,3406570.0,0.3113,56.389700000000005,261.0,72.0536,96.0,75.0558,00.199.502.27.04,Flowrack,91.0,146.0,1196.0,01.015.031.01.02,432.0,133.0,4128.0,4651.0
20000010191.0,AMBROXOL XPE INF 120ML,A,1.0,18363.0,3424933.0,0.304,56.6937,54.0,340.0556,300.0,113.3519,00.199.502.72.05,Flowrack,0.0,46.0,443.0,01.010.032.01.01,0.0,24.0,0.0,0.0
20000010302.0,LOSARTANA POT 50MG 30CP,A,1.0,18328.0,3443261.0,0.3034,56.9971,142.0,129.0704,252.0,51.2184,00.199.502.98.03,Flowrack,335.0,124.0,286.0,01.015.033.01.01,672.0,104.0,55608.0,56615.0
20000010145.0,DIPIRONA SOD 500MG 24X10 240 COMP,A,1.0,18007.0,3461268.0,0.29810000000000003,57.2952,159.0,113.25160000000001,50.0,226.50320000000002,01.995.020.90.01,Ponta Gondola,0.0,332.0,489.0,01.014.042.01.02,0.0,201.0,0.0,0.0
20000102262.0,DORICIN 3BLT C/12 COMPRIMIDOS-,A,1.0,17468.0,3478736.0,0.2892,57.584300000000006,197.0,88.6701,200.0,44.335100000000004,00.199.502.26.05,Flowrack,177.0,138.0,704.0,01.015.023.01.02,336.0,138.0,5152.0,5665.0
20000109017.0,POLICLAVUMOXIL SUSP 250MG (AM) 75ML,A,1.0,16956.0,3495692.0,0.2807,57.865,37.0,458.2703,90.0,509.1892,00.199.502.21.04,Flowrack,0.0,31.0,1572.0,01.016.022.01.01,390.0,17.0,1380.0,1844.0
20000062334.0,MASCARA TRIPLA CIRURG DESCARTAVEL SSPLUS,A,1.0,16459.0,3512151.0,0.27240000000000003,58.1374,154.0,106.87660000000001,60.0,178.1277,01.995.027.90.03,Ponta Gondola,62.0,216.0,55.0,01.010.024.01.02,400.0,53.0,1680.0,2142.0
20000102347.0,ALLEXOFEDRIN PED 6MG/ML SUSP 150ML,A,1.0,15878.0,3528029.0,0.26280000000000003,58.4003,76.0,208.92110000000002,200.0,104.4606,00.199.501.41.05,Flowrack,196.0,321.0,1301.0,01.010.030.01.01,304.0,77.0,1025.0,1525.0
20000010126.0,AMOX+CLAVUL POT 500+125MG (AM) C/ 12CP,A,1.0,15853.0,3543882.0,0.2624,58.6627,71.0,223.2817,144.0,155.0567,00.199.501.92.04,Flowrack,0.0,86.0,1115.0,01.016.022.01.02,540.0,41.0,1368.0,2551.0
20000130076.0,TORSILAX C/ 30 COMP,A,1.0,15411.0,3559293.0,0.2551,58.9178,200.0,77.055,360.0,21.4042,00.199.502.66.06,Flowrack,213.0,181.0,842.0,01.016.041.01.02,0.0,108.0,0.0,213.0
20000232338.0,CELERG C/ 20COMP,A,1.0,15051.0,3574344.0,0.24910000000000002,59.166900000000005,185.0,81.3568,120.0,67.7973,00.199.502.32.03,Flowrack,106.0,154.0,1464.0,01.015.011.01.01,300.0,76.0,900.0,1306.0
20000010149.0,METILDOPA 250MG C/ 30CP,A,1.0,14989.0,3589333.0,0.24810000000000001,59.415000000000006,31.0,483.51610000000005,500.0,96.70320000000001,01.995.025.90.01,Ponta Gondola,5.0,51.0,555.0,01.010.030.01.02,0.0,27.0,0.0,5.0
20000011096.0,"NARATRIPTANA 2,5MG C/ 4COMP",A,1.0,14709.0,3604042.0,0.24350000000000002,59.658500000000004,229.0,64.23140000000001,420.0,15.2932,00.199.502.57.01,Flowrack,339.0,82.0,727.0,01.015.035.01.02,720.0,43.0,1260.0,2319.0
20000010439.0,DEXCLORFENIRAMINA 2MG 20CP,A,1.0,14648.0,3618690.0,0.24250000000000002,59.901,101.0,145.02970000000002,400.0,36.257400000000004,00.199.502.27.05,Flowrack,301.0,70.0,709.0,01.015.019.01.02,600.0,41.0,3420.0,4321.0
20000010248.0,ATENOLOL 25MG C/ 30COMP,A,1.0,14642.0,3633332.0,0.2424,60.1434,151.0,96.96690000000001,225.0,43.0964,00.199.502.18.01,Flowrack,242.0,86.0,197.0,01.014.028.01.01,252.0,37.0,3360.0,3854.0
20000450325.0,LEVERCTIN 6 MG C/4COMP,A,1.0,14522.0,3647854.0,0.2404,60.3838,207.0,70.1546,420.0,16.703500000000002,00.199.502.22.04,Flowrack,120.0,77.0,206.0,01.015.003.01.01,0.0,36.0,0.0,120.0
20000010250.0,CETOPROFENO   50MG C/ 24CAP,A,1.0,14394.0,3662248.0,0.2383,60.622,140.0,102.8143,180.0,57.1191,00.199.502.31.03,Flowrack,145.0,161.0,778.0,01.014.026.02.02,600.0,74.0,1620.0,2365.0
20000010433.0,NISTATINA+OXIDO ZINCO POM 60G,A,1.0,14368.0,3676616.0,0.2378,60.8599,173.0,83.052,168.0,49.435700000000004,01.995.024.90.01,Ponta Gondola,145.0,86.0,238.0,01.014.024.01.02,448.0,75.0,3304.0,3897.0
20000011367.0,GLICLAZIDA CPR LIB PROL 60MG C/ 30,A,1.0,13899.0,3690515.0,0.2301,61.0899,170.0,81.75880000000001,404.0,20.2373,00.199.502.35.06,Flowrack,0.0,94.0,120.0,01.016.007.01.01,0.0,54.0,0.0,0.0
20000010878.0,BROMETO IPRATROPIO 20ML SOL INAL,A,1.0,13860.0,3704375.0,0.22940000000000002,61.3194,113.0,122.65490000000001,300.0,40.885000000000005,00.199.502.57.04,Flowrack,0.0,90.0,632.0,01.014.014.01.02,0.0,31.0,0.0,0.0
20000101318.0,BISURAN XPE AD 8MG/5ML 120ML,A,1.0,13774.0,3718149.0,0.228,61.5474,95.0,144.98950000000002,360.0,40.2749,00.199.502.35.05,Flowrack,354.0,97.0,643.0,01.016.027.01.02,480.0,54.0,6720.0,7554.0
20000010160.0,DEXAMETASONA ELIXIR 120ML,A,1.0,13706.0,3731855.0,0.22690000000000002,61.7742,57.0,240.45610000000002,240.0,100.19,00.199.502.68.05,Flowrack,0.0,109.0,1179.0,01.014.020.01.02,0.0,59.0,0.0,0.0
20000010271.0,PREDNISONA 20MG C/ 10COMP,A,1.0,13696.0,3745551.0,0.2267,62.001000000000005,158.0,86.68350000000001,420.0,20.6389,00.199.502.21.03,Flowrack,439.0,133.0,357.0,01.014.028.01.01,480.0,54.0,1728.0,2647.0
20000101819.0,SUPLEVIT MULHER C/ 60CAPS GEL,A,1.0,13590.0,3759141.0,0.225,62.2259,253.0,53.7154,75.0,71.6205,00.199.502.28.04,Flowrack,73.0,359.0,833.0,01.015.015.01.01,300.0,239.0,3900.0,4273.0
20000011673.0,ZOLPIDEM 10MG (B1)** C/ 30COMP,A,1.0,13237.0,3772378.0,0.21910000000000002,62.445,214.0,61.8551,300.0,20.6184,01.995.010.02.04,Flowrack,252.0,94.0,242.0,02.018.003.01.01,780.0,53.0,1800.0,2832.0
20000103008.0,EMISTIN CREME 20GR,A,1.0,13203.0,3785581.0,0.21860000000000002,62.6636,240.0,55.0125,75.0,73.35000000000001,01.995.024.10.01,Prateleira,66.0,350.0,987.0,01.016.023.01.01,440.0,110.0,1176.0,1682.0
20000010148.0,AMOX+CLAVUL POT 500+125MG (AM) C/ 18CP,A,1.0,13197.0,3798778.0,0.2185,62.882000000000005,59.0,223.678,279.0,80.1713,00.199.501.82.03,Flowrack,0.0,72.0,849.0,01.016.024.01.01,180.0,48.0,4608.0,5009.0
20000102311.0,SUPLEVIT C PREVENT 1G C/ 10COMP EFERV,A,1.0,12799.0,3811577.0,0.2119,63.093900000000005,202.0,63.3614,360.0,17.6004,00.199.501.81.02,Flowrack,321.0,418.0,334.0,01.016.040.01.01,433.0,128.0,15480.0,16234.0
20000010066.0,CARBOCISTEINA XPE AD  100ML,A,1.0,12731.0,3824308.0,0.2107,63.3046,84.0,151.5595,180.0,84.1997,00.199.501.81.05,Flowrack,234.0,97.0,942.0,01.016.013.01.02,600.0,63.0,1980.0,2814.0
20000106006.0,NARIDRIN INFANTIL FR C/15ML,A,1.0,12558.0,3836866.0,0.2079,63.5125,245.0,51.2571,250.0,20.5028,00.199.502.44.05,Flowrack,262.0,113.0,594.0,01.014.034.01.02,300.0,80.0,3500.0,4062.0
20000101051.0,CLORATADD XAROPE 100ML,A,1.0,12521.0,3849387.0,0.2073,63.719800000000006,47.0,266.40430000000003,180.0,148.0024,00.199.502.37.06,Flowrack,0.0,71.0,337.0,01.016.027.01.02,0.0,40.0,0.0,0.0
20000011254.0,EZETIMIBA 10MG 2BLT X 15COM,A,1.0,12470.0,3861857.0,0.2064,63.9262,177.0,70.452,420.0,16.7743,00.199.502.23.06,Flowrack,449.0,72.0,702.0,01.014.018.01.02,240.0,58.0,3000.0,3689.0
