Cód.Produto,Descrição,Curva,Embal.,Qtde Venda,Qtde Acumulada,Perc.,Perc.Acumulada,Dias Pedido,Média por dia,Capacid.Apan.,Perc.Capacid.Apan.,Endereço Apanha,Tipo Ender.,Estoque (Unid.),Ativ.Ressupr.,Estoque Armaz. (Unid.),Estoque Geral (Unid.)
20000010366.0,SIMETICONA  40MG C/ 20COMP,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,01.014.038.02.01,Cx.Fechada,960.0,0.0,3300.0,4675.0
20000011037.0,AMOXICILINA SUSP 250MG (AM) 150ML,A,25.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,01.016.018.01.02,Cx.Fechada,350.0,1.0,10050.0,10614.0
20000011485.0,BUDESONIDA 32MCG SPRAY NASAL,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,01.010.028.01.01,Cx.Fechada,1200.0,0.0,28080.0,29682.0
20000060832.0,EXPOSITOR (CESTAO) TERREO HORIZONTAL,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,01.014.024.03.02,Cx.Fechada,5.0,0.0,0.0,5.0
20000102256.0,ALLEXOFEDRIN 120MG C/ 10COM REV-,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,01.014.036.02.02,Cx.Fechada,960.0,0.0,4320.0,5667.0
20000010538.0,ACETILCISTEINA 600MG 16ENV 5G,A,36.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,01.014.038.02.02,Cx.Fechada,504.0,0.0,14256.0,14841.0
20000012449.0,ACETILCISTEINA 40MG/ML XPE 120ML,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,01.016.004.01.01,Cx.Fechada,360.0,0.0,0.0,480.0
20000010120.0,OMEPRAZOL 20MG C/ 28CAPS,A,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,01.015.017.01.02,Cx.Fechada,600.0,0.0,0.0,801.0
20000010203.0,CEFALEXINA 500MG (AM) C/ 10COMP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,01.016.020.01.01,Cx.Fechada,624.0,0.0,480.0,1469.0
20000011125.0,ORLISTATE 120 MG C/ 42CAPS,A,27.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,01.014.010.01.02,Cx.Fechada,432.0,0.0,27.0,679.0
20000101574.0,BENZIFLEX LIS 125MG+5MG C/ 15COMP REV,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,01.016.013.01.02,Cx.Fechada,768.0,0.0,7728.0,8831.0
20000010039.0,DIPIRONA SOD 20ML,A,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.014.014.01.02,Cx.Fechada,1500.0,0.0,4500.0,6450.0
20000010067.0,CARBOCISTEINA XPE INF 100ML,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.015.011.01.01,Cx.Fechada,900.0,0.0,360.0,1849.0
20000010125.0,AMOX+CLAVUL POT SUSP 250MG (AM) 75ML,A,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.016.022.01.01,Cx.Fechada,450.0,0.0,18960.0,19517.0
20000010126.0,AMOX+CLAVUL POT 500+125MG (AM) C/ 12CP,A,36.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.016.022.01.02,Cx.Fechada,540.0,0.0,1368.0,2553.0
20000010147.0,METILDOPA 500MG C/ 30CP,A,56.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.014.006.01.02,Cx.Fechada,448.0,0.0,0.0,623.0
20000010183.0,CARBAMAZEPINA 200MG (C1)** C/ 20COMP,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,02.018.003.01.01,Cx.Fechada,720.0,0.0,0.0,1053.0
20000010354.0,SIMETICONA 125MG C/ 10CAPS,A,96.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.015.031.01.01,Cx.Fechada,672.0,0.0,0.0,1077.0
20000010420.0,SINVASTATINA 20MG C/ 30COMP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.016.029.01.01,Cx.Fechada,864.0,0.0,7728.0,8744.0
20000010539.0,ACETILCISTEINA 40MG/ML XPE 120ML,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.016.035.01.01,Cx.Fechada,720.0,0.0,4800.0,5858.0
20000010562.0,BROMAZEPAM 6MG (B1)** C/ 30 COMP,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,02.018.004.01.01,Cx.Fechada,60.0,0.0,0.0,159.0
20000010651.0,AMOXICILINA 500MG (AM) C/ 30CAP,A,50.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.016.030.01.01,Cx.Fechada,650.0,0.0,0.0,815.0
20000010985.0,OXALATO ESCITALOPRAM 10MG (C1)** C/ 30CO,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,02.018.004.01.02,Cx.Fechada,900.0,0.0,1620.0,2748.0
20000011026.0,ENALAPRIL 10MG 30CP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.015.019.01.01,Cx.Fechada,720.0,0.0,9504.0,10409.0
20000011521.0,CLOR SERTRALINA 50MG (C1) **C/ 30COMP,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,02.018.001.01.01,Cx.Fechada,60.0,0.0,0.0,441.0
20000011673.0,ZOLPIDEM 10MG (B1)** C/ 30COMP,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,02.018.003.01.01,Cx.Fechada,780.0,0.0,1800.0,2832.0
20000022200.0,KIT VIAGEM LIGHT - POWERDENT,A,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.012.056.02.01,Cx.Fechada,88.0,0.0,0.0,99.0
20000060415.0,FD GER SENSATY PREMIUM REGULAR EG 08X07,A,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.012.058.01.02,Cx.Fechada,90.0,0.0,80.0,178.0
20000063275.0,CARPA COR 700G,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.018.016.01.01,Cx.Fechada,4.0,0.0,0.0,4.0
20000101001.0,APEVITIN BC XPE 240ML,A,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.010.028.01.02,Cx.Fechada,450.0,0.0,15720.0,16326.0
20000101066.0,CELERGIN XPE 120ML,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.014.032.01.02,Cx.Fechada,900.0,0.0,11520.0,12655.0
20000101168.0,FOLIFOLIN 5MG C/ 30COMP,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.014.016.02.01,Cx.Fechada,660.0,0.0,17340.0,18353.0
20000102114.0,POLICLAVUMOXIL 500MG (AM) 12COMP,A,36.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.016.028.01.02,Cx.Fechada,432.0,0.0,6588.0,7073.0
20000102132.0,FLUITEINA 200 MG 16ENV 5G,A,36.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.017.025.01.02,Cx.Fechada,324.0,1.0,2160.0,2617.0
20000102313.0,SUPLEVIT C ZINCO1G+10MG C/10COMP EFERV,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.016.042.01.02,Cx.Fechada,720.0,0.0,360.0,1353.0
20000102346.0,ALLEXOFEDRIN PED 6MG/ML SUSP   60ML,A,25.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.014.016.01.01,Cx.Fechada,300.0,0.0,5650.0,6134.0
20000102347.0,ALLEXOFEDRIN PED 6MG/ML SUSP 150ML,A,25.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.010.030.01.01,Cx.Fechada,304.0,0.0,1025.0,1525.0
20000109017.0,POLICLAVUMOXIL SUSP 250MG (AM) 75ML,A,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,01.016.022.01.01,Cx.Fechada,390.0,0.0,1380.0,1844.0
20000010735.0,AMOX+CLAVUL POT SUSP 400MG (AM) 70ML,A,25.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,01.016.020.01.02,Cx.Fechada,250.0,0.0,10575.0,11060.0
20000101819.0,SUPLEVIT MULHER C/ 60CAPS GEL,A,25.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,01.015.015.01.01,Cx.Fechada,300.0,0.0,3900.0,4273.0
20000010023.0,AZITROMICINA 500MG (AM) C/ 3COMP,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,01.016.005.01.01,Cx.Fechada,120.0,0.0,0.0,323.0
20000231088.0,ACECLO - GRAN 100MG C/12COMP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,01.018.026.01.01,Cx.Fechada,480.0,0.0,0.0,509.0
20000010037.0,CETOCONAZOL 20MG CREME C/30GR,A,42.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.015.021.01.02,Cx.Fechada,42.0,0.0,0.0,242.0
20000010161.0,PARACETAMOL 750MG C/ 20COMP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.015.025.01.02,Cx.Fechada,576.0,0.0,96.0,916.0
20000010177.0,NIMESULIDA 100MG C/ 12COMP,A,96.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.015.005.01.01,Cx.Fechada,1152.0,0.0,34560.0,36017.0
20000010220.0,DEXCLORFENIRAMINA XPE 120ML,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.014.028.01.01,Cx.Fechada,720.0,0.0,10080.0,11058.0
20000010237.0,CETOCONAZOL+DIP BETA+S NEO CREME 30G,A,42.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.015.025.01.02,Cx.Fechada,84.0,0.0,0.0,269.0
20000010411.0,ACEBROFILINA AD 50MG 120ML,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.014.022.01.01,Cx.Fechada,720.0,0.0,4260.0,5231.0
20000010579.0,ACETILCISTEINA 20MG/ML XPE 120ML,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.010.030.01.02,Cx.Fechada,540.0,0.0,4680.0,5746.0
20000010583.0,DIPIRONA SOD SOL ORAL 100ML,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.010.028.01.01,Cx.Fechada,480.0,1.0,3900.0,4647.0
20000010794.0,PARACETAMOL+CAFEINA C/ 20CP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.014.016.01.01,Cx.Fechada,240.0,1.0,48.0,606.0
20000010820.0,LIDOCAINA 50MG POM DERM LARANJA,A,42.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.015.023.01.01,Cx.Fechada,168.0,0.0,0.0,311.0
20000010833.0,ACIDO TRANEXAMICO 250MG C/ 12COMP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.014.040.02.01,Cx.Fechada,384.0,1.0,5760.0,6402.0
20000011002.0,AMOXICILINA 500MG (AM) C/ 21CAP,A,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.016.018.01.01,Cx.Fechada,500.0,0.0,3050.0,3690.0
20000011096.0,"NARATRIPTANA 2,5MG C/ 4COMP",A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.015.035.01.02,Cx.Fechada,720.0,0.0,1260.0,2334.0
20000011965.0,DIPIRONA MONOID. 1G C/20 COMP,A,40.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.016.006.01.02,Cx.Fechada,320.0,0.0,0.0,501.0
20000014160.0,PAROXETINA 20MG (C1)** C/ 30COMP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,02.018.006.01.02,Cx.Fechada,48.0,0.0,0.0,99.0
20000014342.0,ALENDRONATO DE SODIO 70MG C/ 4COMP,A,96.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.015.033.01.01,Cx.Fechada,768.0,0.0,0.0,1230.0
20000061715.0,FD GER MULTIFRAL PANTS REGULAR P/M 8X08,A,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.017.035.01.01,Cx.Fechada,73.0,0.0,1280.0,1357.0
20000101363.0,FLUITEINA 600MG  16ENV 5G,A,36.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.016.019.01.01,Cx.Fechada,360.0,0.0,1188.0,1686.0
20000101368.0,NIMESILAM 100MG C/ 12COMP,A,96.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.015.005.01.01,Cx.Fechada,1152.0,0.0,7680.0,9084.0
20000102062.0,GEROVITAL C/ 60CAPS,A,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.015.041.01.01,Cx.Fechada,450.0,0.0,4650.0,5131.0
20000102111.0,ENDCOFF MEL E LIMAO C/ 12PAST,A,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.015.031.01.01,Cx.Fechada,600.0,0.0,3850.0,4766.0
20000102379.0,"POLAPIC 0,4MG/ML SOL OR 120ML",A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.015.015.01.02,Cx.Fechada,720.0,0.0,14820.0,15693.0
20000102384.0,COMPLEXO B12 FR C/20 COMP REV,A,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.015.025.01.01,Cx.Fechada,1000.0,0.0,9500.0,10805.0
20000102398.0,SOMINEX COMPOSTO REV C/ 20COMP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,01.016.035.01.01,Cx.Fechada,480.0,0.0,3264.0,4092.0
20000010874.0,ZOLPIDEM 10MG (B1)** C/ 20COMP,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,02.018.003.01.01,Cx.Fechada,60.0,0.0,0.0,124.0
20000062631.0,ATENOLOL 25MG C/ 30COMP,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,01.017.021.01.02,Cx.Fechada,612.0,0.0,480.0,1133.0
20000010646.0,ALPRAZOLAM 1MG (B1)** C/ 30COMP,A,84.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,02.018.004.01.01,Cx.Fechada,840.0,0.0,0.0,1027.0
20000001406.0,EXTENSOR PARA PORTAO CAROL BABY 15CM,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.018.036.01.01,Cx.Fechada,1.0,0.0,0.0,1.0
20000010024.0,AZITROMICINA SUSP ORAL 900MG (AM),A,40.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.016.030.01.02,Cx.Fechada,280.0,1.0,2680.0,3115.0
20000010025.0,AZITROMICINA SUSP ORAL 600MG (AM),A,40.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.016.028.01.02,Cx.Fechada,320.0,0.0,3160.0,3588.0
20000010066.0,CARBOCISTEINA XPE AD  100ML,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.016.013.01.02,Cx.Fechada,600.0,0.0,1980.0,2814.0
20000010128.0,CARBAMAZEPINA 400MG (C1)** C/ 20COMP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,02.018.006.01.02,Cx.Fechada,96.0,0.0,0.0,141.0
20000010132.0,CEFADROXILA 500MG (AM) C/ 8CAP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.016.028.01.01,Cx.Fechada,48.0,0.0,0.0,346.0
20000010222.0,PIROXICAM 20MG C/ 15CAPS,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.008.01.02,Cx.Fechada,384.0,0.0,1440.0,2125.0
20000010227.0,SIMETICONA  75MG/ML FR C/ 15ML,A,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.040.01.02,Cx.Fechada,1000.0,0.0,6900.0,8292.0
20000010250.0,CETOPROFENO   50MG C/ 24CAP,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.026.02.02,Cx.Fechada,600.0,0.0,1620.0,2365.0
20000010302.0,LOSARTANA POT 50MG 30CP,A,84.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.015.033.01.01,Cx.Fechada,672.0,0.0,55608.0,56615.0
20000010425.0,AAS 100MG C/ 30COMP,A,84.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.015.027.01.02,Cx.Fechada,840.0,0.0,22260.0,23403.0
20000010439.0,DEXCLORFENIRAMINA 2MG 20CP,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.015.019.01.02,Cx.Fechada,600.0,0.0,3420.0,4336.0
20000010462.0,CLOR TRAMADOL 50MG (A2)** C/10CAPS,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,02.018.002.01.01,Cx.Fechada,120.0,0.0,0.0,381.0
20000010532.0,GABAPENTINA 300MG (C1)** C/ 30CAPS,A,56.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,02.018.001.01.02,Cx.Fechada,224.0,0.0,0.0,351.0
20000010552.0,"MALEATO TIMOLOL 0,5% SOL 5ML",A,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.016.043.01.02,Cx.Fechada,200.0,0.0,0.0,482.0
20000010572.0,BROMAZEPAM 3MG (B1)** C/30 COMP,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,02.018.006.01.02,Cx.Fechada,180.0,0.0,0.0,315.0
20000010773.0,PARACETAMOL+CLOR PSEUD C/24CP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.006.01.01,Cx.Fechada,480.0,0.0,30192.0,31196.0
20000010806.0,ACET DE DEXAMETASONA CREME 10G,A,56.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.015.037.01.02,Cx.Fechada,560.0,0.0,4480.0,5330.0
20000010915.0,AMITRIPTILINA CLOR 25MG (C1)** C/ 30COMP,A,84.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,02.018.003.01.01,Cx.Fechada,420.0,0.0,0.0,589.0
20000010943.0,ATORVASTATINA 20MG C/ 30COMP,A,56.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.010.01.01,Cx.Fechada,560.0,0.0,1008.0,1806.0
20000010944.0,ATORVASTATINA 40MG C/ 30COMP,A,27.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.015.011.01.02,Cx.Fechada,270.0,0.0,189.0,546.0
20000010949.0,CICLOBENZAPRINA CLOR 10MG C/ 15COMP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.018.01.02,Cx.Fechada,432.0,0.0,48.0,624.0
20000011028.0,ENALAPRIL 20MG 30CP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.015.037.01.01,Cx.Fechada,192.0,0.0,0.0,245.0
20000011060.0,LORAZEPAM 2MG (B1)** C/ 20COMP,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,02.018.006.01.01,Cx.Fechada,300.0,0.0,0.0,550.0
20000011095.0,PREDNISOLONA 20MG C/ 10COMP,A,84.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.015.035.01.02,Cx.Fechada,756.0,0.0,2520.0,3458.0
20000011186.0,DICLOF SODICO 50MG 20CP REV,A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.020.02.01,Cx.Fechada,540.0,0.0,0.0,669.0
20000011308.0,PANTOPRAZOL 40MG C/ 42COMP,A,40.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.018.01.01,Cx.Fechada,80.0,0.0,0.0,196.0
20000011581.0,"CLOR TANSULOSINA 0,4MG C/ 30",A,56.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.010.02.02,Cx.Fechada,392.0,0.0,0.0,552.0
20000011927.0,CLOR FEXOFENADINA 120MG C/ 10COMP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.016.012.01.02,Cx.Fechada,480.0,0.0,192.0,973.0
20000011929.0,CLOR FEXOFENADINA 180MG C/ 10COMP,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.018.021.01.01,Cx.Fechada,480.0,0.0,2448.0,3214.0
20000012448.0,ACETILCISTEINA 600MG 16ENV 5G,A,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.016.042.01.01,Cx.Fechada,252.0,1.0,3456.0,3793.0
20000014263.0,ACETILCISTEINA 600MG 16ENV 5G,A,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.026.02.01,Cx.Fechada,360.0,0.0,72.0,539.0
20000014280.0,ALGESTONA AC+ES 150+10MG 1AMP,A,32.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.016.037.01.02,Cx.Fechada,240.0,0.0,896.0,1157.0
20000014302.0,ENALAPRIL 10MG 30CP LEG-GEN,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.034.02.01,Cx.Fechada,240.0,0.0,0.0,391.0
20000014326.0,ALBENDAZOL SUSP 10ML,A,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.038.01.02,Cx.Fechada,334.0,0.0,0.0,381.0
20000014711.0,"DROSP+ETINIL 3MG+0,03MG C/21 COMP",A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.018.028.01.01,Cx.Fechada,342.0,0.0,384.0,786.0
20000050066.0,RESFENOL C/ 20CAPSULAS,A,80.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.010.028.02.01,Cx.Fechada,102.0,0.0,0.0,183.0
20000060004.0,TESTE DE GRAVIDEZ CONFIRA TIRA+COLET C/1,A,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.016.017.01.01,Cx.Fechada,360.0,0.0,144.0,712.0
20000060397.0,FD GER FIT CARE CONF ECONOMICA G 04X30,A,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.010.044.01.01,Cx.Fechada,63.0,0.0,3528.0,3596.0
20000060419.0,FD GER SENSATY PREMIUM PANTS P/M 08X08,A,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.010.044.01.02,Cx.Fechada,78.0,0.0,16.0,97.0
20000060420.0,FD GER SENSATY PREMIUM PANTS G 08X08,A,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.012.048.01.02,Cx.Fechada,73.0,0.0,592.0,673.0
20000060424.0,FD GER SENSATY PREMIUM PANTS EC EG 04X16,A,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.012.048.01.01,Cx.Fechada,36.0,0.0,4.0,44.0
20000060781.0,GRIPALCE 20 CAPS,A,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.017.011.01.01,Cx.Fechada,433.0,0.0,0.0,506.0
20000060938.0,CARPA 6X1 - 3KG,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.018.022.01.01,Cx.Fechada,7.0,0.0,0.0,7.0
20000061714.0,FD GER MULTIFRAL REGULAR EG 8X07,A,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.017.037.01.02,Cx.Fechada,96.0,0.0,14528.0,14632.0
20000061839.0,CESTÃO BUMMIS MAGICS HORIZONTAL,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.010.002.04.02,Cx.Fechada,5.0,0.0,0.0,5.0
20000062345.0,TOALHAS UMED PURO AMOR 100 UND,A,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.015.007.01.02,Cx.Fechada,96.0,0.0,9252.0,9404.0
20000062369.0,INFLAVEL PROMOCIONAL FRALDA BUMMIS,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.035.03.01,Cx.Fechada,4.0,0.0,0.0,4.0
20000062467.0,FD CALÇA BUMMIS TUBOS MEGA G  6X30,A,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.010.036.01.01,Cx.Fechada,53.0,0.0,30.0,89.0
20000070908.0,CREATINA  60 CPS,A,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.017.040.01.01,Cx.Fechada,12.0,0.0,0.0,17.0
20000101940.0,MIGRALIV(D1) 1BL X 12 COMP,A,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,01.014.018.02.01,Cx.Fechada,500.0,0.0,26650.0,27382.0
