Cód.Produto,Descrição,Curva,Embal.,Qtde Venda,Qtde Acumulada,Perc.,Perc.Acumulada,Dias Pedido,Média por dia,Capacid.Apan.,Perc.Capacid.Apan.,Endereço Apanha,Tipo Ender.,Estoque (Unid.),Ativ.Ressupr.,Estoque Armaz. (Unid.),Estoque Geral (Unid.)
20000060337.0,FD INF VIC BABY HIPER EG 06X50,A,6.0,2819.0,85304.0,1.5312000000000001,46.3342,233.0,12.098700000000001,2.0,604.9350000000001,017-026-00-02,Cx.Fechada,13.0,48.0,5436.0,5454.0
20000231957.0,CENEVIT ZINCO 1G+10MG C/ 10CP EFR,A,60.0,2518.0,87822.0,1.3677000000000001,47.7019,60.0,41.9667,3.0,1398.89,016-037-01-01,Cx.Fechada,3120.0,112.0,41100.0,44781.0
20000010302.0,LOSARTANA POT 50MG 30CP,A,84.0,2480.0,90302.0,1.3471,49.0489,70.0,35.4286,15.0,236.19070000000002,015-031-01-02,,0.0,119.0,0.0,0.0
20000060336.0,FD INF VIC BABY HIPER G 06X60,A,6.0,2476.0,92778.0,1.3449,50.393800000000006,240.0,10.3167,5.0,206.334,018-023-01-01,Cx.Fechada,23.0,32.0,4704.0,4733.0
20000060417.0,FD GER SENSATY PREMIUM ECONOMICA G 04X20,A,4.0,2379.0,95157.0,1.2922,51.686,199.0,11.9548,4.0,298.87,017-042-00-02,Cx.Fechada,36.0,12.0,684.0,723.0
20000063729.0,FD INF CAPRICHO BABY MEGA G 04 X 72,A,4.0,2267.0,97424.0,1.2314,52.917300000000004,190.0,11.931600000000001,6.0,198.86,018-019-01-01,Cx.Fechada,12.0,158.0,11040.0,11052.0
20000060319.0,FD INF MULTIFRAL SUPER JUMBO M 03X90,A,3.0,2238.0,99662.0,1.2156,54.1329,244.0,9.1721,2.0,458.605,018-021-00-02,Cx.Fechada,3.0,10.0,1413.0,1419.0
20000061714.0,FD GER MULTIFRAL REGULAR EG 8X07,A,8.0,1933.0,101595.0,1.0499,55.182900000000004,106.0,18.2358,5.0,364.716,017-034-00-01,,0.0,17.0,0.0,0.0
20000063730.0,FD INF CAPRICHO BABY MEGA EG 04 X 64,A,4.0,1932.0,103527.0,1.0494,56.2323,185.0,10.443200000000001,8.0,130.54,018-019-00-02,Cx.Fechada,10.0,167.0,12.0,22.0
20000060338.0,FD INF VIC BABY HIPER XXG 06X40,A,6.0,1904.0,105431.0,1.0342,57.2665,225.0,8.462200000000001,6.0,141.0367,017-040-00-01,Cx.Fechada,36.0,16.0,6528.0,6567.0
20000063754.0,FD INF MULTIFRAL HIPER XXG 06X40,A,6.0,1901.0,107332.0,1.0326,58.299,194.0,9.799000000000001,3.0,326.6333,018-033-01-01,Cx.Fechada,18.0,10.0,4806.0,4826.0
20000063731.0,FD INF CAPRICHO BABY MEGA XXG 04 X 54,A,4.0,1834.0,109166.0,0.9962000000000001,59.2952,180.0,10.1889,2.0,509.44500000000005,018-019-01-01,Cx.Fechada,4.0,45.0,11924.0,11933.0
20000061265.0,FD INF CAP BUMMIS TUBOS MEGA M 06X50,A,6.0,1809.0,110975.0,0.9826,60.277800000000006,220.0,8.2227,4.0,205.56750000000002,017-042-01-01,Cx.Fechada,24.0,41.0,1512.0,1540.0
20000101001.0,APEVITIN BC XPE 240ML,A,35.0,1741.0,112716.0,0.9457000000000001,61.223400000000005,206.0,8.451500000000001,2.0,422.57500000000005,016-033-01-01,Cx.Fechada,875.0,252.0,32165.0,33059.0
20000063752.0,FD INF MULTIFRAL HIPER G 06X60,A,6.0,1740.0,114456.0,0.9451,62.1685,163.0,10.674800000000001,3.0,355.8267,018-017-01-01,Cx.Fechada,18.0,38.0,3702.0,3730.0
20000011026.0,ENALAPRIL 10MG 30CP,A,48.0,1432.0,115888.0,0.7778,62.9463,111.0,12.9009,5.0,258.01800000000003,014-026-01-02,Cx.Fechada,0.0,185.0,5280.0,5443.0
20000060418.0,FD GER SENSATY PREMIUM ECONOMICA EG04X18,A,4.0,1355.0,117243.0,0.736,63.682300000000005,182.0,7.4451,7.0,106.35860000000001,017-024-00-02,,0.0,7.0,0.0,0.0
20000101175.0,INFRALAX C/ 15 COMP,A,48.0,1309.0,118552.0,0.7110000000000001,64.3933,197.0,6.6447,30.0,22.149,014-032-02-01,Cx.Fechada,1008.0,280.0,26496.0,27755.0
20000102138.0,INFRALAX C/30 COMP,A,48.0,1290.0,119842.0,0.7007,65.09400000000001,193.0,6.6839,30.0,22.279700000000002,014-042-02-01,Cx.Fechada,1488.0,263.0,21360.0,23153.0
20000063753.0,FD INF MULTIFRAL HIPER EG 06X50,A,6.0,1275.0,121117.0,0.6925,65.7866,100.0,12.75,1.0,1275.0,018-041-00-01,Cx.Fechada,0.0,11.0,4476.0,4480.0
20000060335.0,FD INF VIC BABY HIPER M 06X70,A,6.0,1226.0,122343.0,0.6659,66.4525,210.0,5.8381,2.0,291.90500000000003,017-012-00-01,Cx.Fechada,20.0,52.0,936.0,962.0
20000010125.0,AMOX+CLAVUL POT SUSP 250MG (AM) 75ML,A,30.0,1086.0,123429.0,0.5899,67.0424,70.0,15.5143,5.0,310.286,016-023-01-01,Cx.Fechada,119.0,153.0,1920.0,2047.0
20000101190.0,EMSEXPECTOR XPE 120ML,A,60.0,1077.0,124506.0,0.5850000000000001,67.6273,174.0,6.1897,2.0,309.485,016-035-01-02,Cx.Fechada,960.0,239.0,19680.0,20657.0
20000063728.0,FD INF CAPRICHO BABY MEGA M 04 X 80,A,4.0,1036.0,125542.0,0.5627,68.1901,165.0,6.2788,1.0,627.88,018-021-01-01,Cx.Fechada,0.0,30.0,2136.0,2139.0
20000060398.0,FD GER FIT CARE CONF ECONOMICA EG 04X26,A,4.0,1024.0,126566.0,0.5562,68.7463,166.0,6.1687,1.0,616.87,017-008-00-01,Cx.Fechada,4.0,16.0,356.0,364.0
20000060394.0,FD GER FIT CARE CONFORT REGULAR G 08X08,A,8.0,1013.0,127579.0,0.5502,69.29650000000001,137.0,7.3942000000000005,5.0,147.88400000000001,017-008-01-01,Cx.Fechada,30.0,15.0,768.0,804.0
20000063739.0,FD INF CAPRICHO BABY SUPER JUMBO EG 3X70,A,3.0,988.0,128567.0,0.5366000000000001,69.8331,139.0,7.107900000000001,1.0,710.79,017-040-01-01,Cx.Fechada,75.0,113.0,807.0,885.0
20000063738.0,FD INF CAPRICHO BABY SUPER JUMBO G 3X 80,A,3.0,976.0,129543.0,0.5301,70.36330000000001,150.0,6.5067,1.0,650.67,018-041-00-02,Cx.Fechada,30.0,63.0,798.0,829.0
20000062342.0,TOALHAS UMED BABY BLESS 100 UND,A,12.0,958.0,130501.0,0.5204,70.8836,157.0,6.1019000000000005,10.0,61.019000000000005,010-028-01-02,Cx.Fechada,311.0,95.0,26760.0,27082.0
20000063740.0,FD INF CAPRICHO BABY SUPER JUMBO XXG3X56,A,3.0,942.0,131443.0,0.5117,71.3953,148.0,6.3649000000000004,8.0,79.5613,017-042-01-01,Cx.Fechada,24.0,80.0,1125.0,1151.0
20000060416.0,FD GER SENSATY PREMIUM ECONOMICA M 04X20,A,4.0,921.0,132364.0,0.5003000000000001,71.8955,204.0,4.5147,4.0,112.8675,017-040-00-02,Cx.Fechada,8.0,1.0,0.0,8.0
20000102346.0,ALLEXOFEDRIN PED 6MG/ML SUSP   60ML,A,25.0,853.0,133217.0,0.46330000000000005,72.3589,117.0,7.2906,3.0,243.02,016-041-01-02,Cx.Fechada,0.0,228.0,40900.0,40934.0
20000011964.0,DIPIRONA MONOID. 1G C/10 COMP,A,56.0,839.0,134056.0,0.45570000000000005,72.8146,68.0,12.3382,15.0,82.2547,016-039-01-02,,0.0,110.0,0.0,12.0
20000063450.0,FD INF CAP BUMMIS TUBOS HIPER XXG 4X54,A,4.0,829.0,134885.0,0.45030000000000003,73.2649,155.0,5.3484,10.0,53.484,018-029-00-02,Cx.Fechada,42.0,168.0,792.0,836.0
20000061712.0,FD GER MULTIFRAL REGULAR M 8X08,A,8.0,754.0,135639.0,0.40950000000000003,73.6744,93.0,8.1075,10.0,81.075,017-020-00-02,,0.0,38.0,0.0,0.0
20000101168.0,FOLIFOLIN 5MG C/ 30COMP,A,60.0,698.0,136337.0,0.3791,74.0535,84.0,8.3095,15.0,55.3967,014-016-02-01,Cx.Fechada,360.0,249.0,6780.0,7243.0
20000101819.0,SUPLEVIT MULHER C/ 60CAPS GEL,A,25.0,695.0,137032.0,0.3775,74.431,149.0,4.6644000000000005,10.0,46.644000000000005,015-015-01-01,Cx.Fechada,125.0,260.0,7125.0,7300.0
20000060400.0,FD GER SENSATY PREMIUM REGULAR G 08X08,A,8.0,683.0,137715.0,0.371,74.802,158.0,4.3228,7.0,61.7543,017-014-00-02,Cx.Fechada,48.0,15.0,248.0,306.0
20000063448.0,FD INF CAP BUMMIS TUBOS HIPER G 4X60,A,4.0,615.0,138330.0,0.334,75.1361,155.0,3.9677000000000002,3.0,132.2567,017-028-00-02,Cx.Fechada,17.0,31.0,16.0,39.0
20000063449.0,FD INF CAP BUMMIS TUBOS HIPER EG 4X58,A,4.0,595.0,138925.0,0.32320000000000004,75.45920000000001,162.0,3.6728,3.0,122.42670000000001,017-042-00-01,Cx.Fechada,24.0,31.0,76.0,104.0
20000060339.0,FD INF VIC BABY MEGA P 3X100,A,3.0,567.0,139492.0,0.308,75.7672,109.0,5.2018,3.0,173.3933,018-033-00-02,,0.0,10.0,0.0,0.0
20000060364.0,FD INF ENXUTITA SUPER JUMBO G 03X72,A,3.0,534.0,140026.0,0.2901,76.0573,142.0,3.7606,5.0,75.212,018-027-00-01,,0.0,7.0,0.0,0.0
20000060395.0,FD GER FIT CARE CONFORT REGULAR EG 08X07,A,8.0,501.0,140527.0,0.2721,76.3294,102.0,4.9118,6.0,81.86330000000001,017-010-00-02,Cx.Fechada,40.0,6.0,408.0,451.0
20000060334.0,FD INF VIC BABY HIPER P 06X80,A,6.0,485.0,141012.0,0.2634,76.5928,130.0,3.7308000000000003,4.0,93.27,017-040-01-01,Cx.Fechada,12.0,27.0,312.0,329.0
20000060365.0,FD INF ENXUTITA SUPER JUMBO EG 3X64,A,3.0,483.0,141495.0,0.26230000000000003,76.85520000000001,147.0,3.2857000000000003,4.0,82.1425,017-028-01-01,,0.0,4.0,0.0,0.0
20000102322.0,"CLOPE 3,54MG/ML XPE 120ML",A,60.0,460.0,141955.0,0.2499,77.105,86.0,5.348800000000001,15.0,35.6587,016-041-01-01,Cx.Fechada,2700.0,68.0,13680.0,16432.0
20000014420.0,ATENOLOL 25MG C/ 30COMP,A,84.0,447.0,142402.0,0.24280000000000002,77.3478,16.0,27.9375,5.0,558.75,014-012-01-02,Cx.Fechada,1008.0,33.0,6552.0,7836.0
20000010145.0,DIPIRONA SOD 500MG 24X10 240 COMP,A,24.0,435.0,142837.0,0.2363,77.5841,51.0,8.5294,20.0,42.647000000000006,016-035-01-01,,0.0,86.0,0.0,0.0
20000060366.0,FD INF ENXUTITA SUPER JUMBOXXG 3X56,A,3.0,431.0,143268.0,0.2341,77.8182,139.0,3.1007000000000002,8.0,38.7588,017-010-00-01,,0.0,5.0,0.0,4.0
20000060315.0,FD INF MULTIFRAL SUPER JUMBO P 03X100,A,3.0,423.0,143691.0,0.2298,78.048,128.0,3.3047,5.0,66.09400000000001,018-027-00-02,Cx.Fechada,15.0,11.0,1278.0,1297.0
20000063719.0,FD INF CAPRICHO BABY HIPER G 06 X 60,A,6.0,412.0,144103.0,0.2238,78.2718,48.0,8.583300000000001,3.0,286.11,018-037-00-01,Cx.Fechada,54.0,30.0,1506.0,1566.0
20000102398.0,SOMINEX COMPOSTO REV C/ 20COMP,A,48.0,401.0,144504.0,0.21780000000000002,78.48960000000001,38.0,10.5526,12.0,87.9383,015-009-01-02,,0.0,236.0,0.0,0.0
20000102062.0,GEROVITAL C/ 60CAPS,A,50.0,393.0,144897.0,0.21350000000000002,78.703,80.0,4.9125000000000005,7.0,70.1786,015-041-01-01,Cx.Fechada,1050.0,307.0,9650.0,10756.0
20000061261.0,FD INF CAP BUMMIS TUBOS JUMBO G 08X28,A,8.0,392.0,145289.0,0.2129,78.916,154.0,2.5455,1.0,254.55,017-038-00-01,Cx.Fechada,8.0,63.0,48.0,58.0
20000010735.0,AMOX+CLAVUL POT SUSP 400MG (AM) 70ML,A,25.0,389.0,145678.0,0.21130000000000002,79.1272,45.0,8.644400000000001,14.0,61.74570000000001,016-023-01-01,Cx.Fechada,225.0,77.0,2875.0,3132.0
20000063523.0,TESTE DE GRAVIDEZ TIRA VERICHECK 1 TESTE,A,24.0,389.0,146067.0,0.21130000000000002,79.33850000000001,104.0,3.7404,15.0,24.936,015-039-01-02,,0.0,81.0,0.0,0.0
20000061264.0,FD INF CAP BUMMIS TUBOS MEGA P 06X56,A,6.0,360.0,146427.0,0.1955,79.53410000000001,150.0,2.4,4.0,60.0,017-030-01-01,Cx.Fechada,18.0,24.0,450.0,471.0
20000109020.0,POLICLAVUMOXIL BD 400MG (AM) SUSP 70ML,A,25.0,356.0,146783.0,0.19340000000000002,79.7274,75.0,4.746700000000001,20.0,23.7335,016-025-01-01,Cx.Fechada,500.0,205.0,6675.0,7258.0
20000231958.0,CENEVIT ZINCO 1G+10MG C/ 30CP EFERV,A,40.0,348.0,147131.0,0.189,79.9165,11.0,31.636400000000002,4.0,790.91,014-036-01-01,,0.0,83.0,0.0,0.0
20000102133.0,ALLEXOFEDRIN ( D) 60+120MG C/ 10COMP,A,48.0,346.0,147477.0,0.1879,80.1044,96.0,3.6042,30.0,12.014000000000001,014-040-02-02,Cx.Fechada,864.0,200.0,13344.0,14569.0
20000076949.0,CREATINA 150G,A,4.0,345.0,147822.0,0.1874,80.29180000000001,84.0,4.1071,25.0,16.4284,010-040-01-02,Cx.Fechada,352.0,158.0,0.0,366.0
20000231292.0,IBUFLEX 400MG C/ 8 CAPS GEL,A,48.0,342.0,148164.0,0.18580000000000002,80.47760000000001,96.0,3.5625,12.0,29.6875,014-036-01-02,Cx.Fechada,432.0,197.0,6912.0,7439.0
20000011037.0,AMOXICILINA SUSP 250MG (AM) 150ML,A,25.0,327.0,148491.0,0.1776,80.65520000000001,59.0,5.542400000000001,20.0,27.712,016-017-01-02,Cx.Fechada,375.0,120.0,2725.0,3106.0
20000062469.0,FD CALÇA BUMMIS TUBOS MEGA XXG 6X22,A,6.0,325.0,148816.0,0.17650000000000002,80.8317,137.0,2.3723,2.0,118.61500000000001,018-029-01-01,Cx.Fechada,18.0,17.0,1044.0,1065.0
20000060396.0,FD GER FIT CARE CONF ECONOMICA M 04X30,A,4.0,322.0,149138.0,0.1749,81.0066,150.0,2.1467,8.0,26.8338,018-023-00-01,Cx.Fechada,28.0,5.0,124.0,157.0
20000061256.0,FD INF CAP BUMMIS TUBOS JUMBINHO G 12X18,A,12.0,319.0,149457.0,0.1733,81.1799,171.0,1.8655000000000002,4.0,46.6375,017-030-00-02,Cx.Fechada,24.0,31.0,36.0,73.0
20000060415.0,FD GER SENSATY PREMIUM REGULAR EG 08X07,A,8.0,318.0,149775.0,0.17270000000000002,81.35260000000001,110.0,2.8909000000000002,15.0,19.2727,017-014-01-01,Cx.Fechada,48.0,4.0,0.0,56.0
20000063737.0,FD INF CAPRICHO BABY SUPER JUMBO M 3X 90,A,3.0,316.0,150091.0,0.1716,81.52420000000001,97.0,3.2577000000000003,5.0,65.154,018-019-00-01,Cx.Fechada,12.0,99.0,156.0,173.0
20000136705.0,SILDENAFILA  50MG C/  4COMP,A,60.0,311.0,150402.0,0.1689,81.6932,5.0,62.2,8.0,777.5,015-003-01-01,Cx.Fechada,420.0,13.0,180.0,605.0
20000061890.0,SOLUÇÃO FISIOLÓGICA 500ML,A,15.0,305.0,150707.0,0.16570000000000001,81.8588,78.0,3.9103000000000003,10.0,39.103,010-032-01-01,Cx.Fechada,135.0,116.0,300.0,456.0
20000102114.0,POLICLAVUMOXIL 500MG (AM) 12COMP,A,36.0,296.0,151003.0,0.1608,82.0196,23.0,12.8696,16.0,80.435,016-027-01-02,,0.0,69.0,0.0,0.0
20000061263.0,FD INF CAP BUMMIS TUBOS JUMBO XXG 08X20,A,8.0,290.0,151293.0,0.1575,82.17710000000001,127.0,2.2835,8.0,28.5438,018-035-01-01,Cx.Fechada,64.0,44.0,136.0,204.0
20000060399.0,FD GER SENSATY PREMIUM REGULAR M 08X08,A,8.0,284.0,151577.0,0.15430000000000002,82.3314,115.0,2.4696000000000002,4.0,61.74,017-028-00-02,Cx.Fechada,0.0,14.0,16.0,24.0
20000061260.0,FD INF CAP BUMMIS TUBOS JUMBO M 08X32,A,8.0,280.0,151857.0,0.1521,82.4835,127.0,2.2047000000000003,6.0,36.745000000000005,017-022-01-01,Cx.Fechada,40.0,59.0,72.0,118.0
20000109017.0,POLICLAVUMOXIL SUSP 250MG (AM) 75ML,A,30.0,274.0,152131.0,0.14880000000000002,82.6323,30.0,9.1333,20.0,45.6665,016-021-01-01,Cx.Fechada,570.0,57.0,6450.0,7083.0
20000063721.0,FD INF CAPRICHO BABY HIPER XXG 06 X 40,A,6.0,273.0,152404.0,0.14830000000000002,82.7806,40.0,6.825,6.0,113.75,018-035-00-02,Cx.Fechada,36.0,37.0,2034.0,2073.0
20000001568.0,CHA VERDE SOLUVEL ZERO LIMAO - 250G,A,6.0,272.0,152676.0,0.1477,82.92830000000001,17.0,16.0,0.0,0.0,,,0.0,20.0,0.0,0.0
20000102311.0,SUPLEVIT C PREVENT 1G C/ 10COMP EFERV,A,60.0,272.0,152948.0,0.1477,83.07610000000001,45.0,6.0444,10.0,60.444,014-018-02-01,Cx.Fechada,300.0,74.0,900.0,1621.0
20000061713.0,FD GER MULTIFRAL REGULAR G 8X08,A,8.0,271.0,153219.0,0.1472,83.22330000000001,51.0,5.3137,0.0,0.0,,,0.0,8.0,0.0,0.0
20000061262.0,FD INF CAP BUMMIS TUBOS JUMBO EG 08X24,A,8.0,270.0,153489.0,0.1467,83.3699,132.0,2.0455,1.0,204.55,017-030-01-01,Cx.Fechada,0.0,25.0,144.0,151.0
20000231064.0,REPOFLOR 200MG C/ 06CAPS,A,100.0,268.0,153757.0,0.1456,83.5155,49.0,5.4694,15.0,36.462700000000005,014-034-01-02,Cx.Fechada,1300.0,225.0,28400.0,29876.0
20000004345.0,FLUCETIL(ACETILCIS) 600MG-16 ENV,A,12.0,265.0,154022.0,0.1439,83.6594,110.0,2.4091,10.0,24.091,015-023-01-01,,0.0,169.0,0.0,0.0
20000011485.0,BUDESONIDA 32MCG SPRAY NASAL,A,60.0,260.0,154282.0,0.14120000000000002,83.8006,51.0,5.098,20.0,25.490000000000002,014-026-02-02,Cx.Fechada,60.0,108.0,0.0,444.0
20000060393.0,FD GER FIT CARE CONFORT REGULAR M 08X08,A,8.0,260.0,154542.0,0.14120000000000002,83.9419,97.0,2.6804,5.0,53.608000000000004,017-014-00-01,Cx.Fechada,24.0,9.0,136.0,168.0
20000102347.0,ALLEXOFEDRIN PED 6MG/ML SUSP 150ML,A,25.0,259.0,154801.0,0.14070000000000002,84.08250000000001,30.0,8.6333,15.0,57.5553,015-027-01-02,Cx.Fechada,296.0,131.0,2250.0,2597.0
20000102011.0,CYSTEX C/ 24DRG,A,100.0,251.0,155052.0,0.1363,84.2189,51.0,4.921600000000001,20.0,24.608,014-022-02-02,Cx.Fechada,900.0,283.0,24700.0,25933.0
20000232068.0,DORILEN C/12 COMP,A,48.0,249.0,155301.0,0.13520000000000001,84.3541,40.0,6.2250000000000005,10.0,62.25,015-003-01-02,Cx.Fechada,480.0,221.0,4512.0,5245.0
20000061255.0,FD INF CAP BUMMIS TUBOS JUMBINHO M 12X20,A,12.0,249.0,155550.0,0.13520000000000001,84.4894,146.0,1.7055,5.0,34.11,017-020-01-01,Cx.Fechada,60.0,18.0,132.0,196.0
20000062468.0,FD CALÇA BUMMIS TUBOS MEGA EG 6X26,A,6.0,245.0,155795.0,0.1331,84.6224,111.0,2.2072000000000003,2.0,110.36,018-023-01-01,Cx.Fechada,6.0,17.0,102.0,115.0
20000232411.0,NEXFLEN 550MG C/ 10COMP,A,48.0,239.0,156034.0,0.1298,84.7523,49.0,4.8776,10.0,48.776,015-007-01-01,Cx.Fechada,48.0,182.0,2688.0,2825.0
20000062467.0,FD CALÇA BUMMIS TUBOS MEGA G  6X30,A,6.0,236.0,156270.0,0.1282,84.88040000000001,103.0,2.2913,10.0,22.913,017-028-00-01,Cx.Fechada,48.0,79.0,654.0,707.0
20000103020.0,EMSCORT CREME 30GR,A,42.0,232.0,156502.0,0.126,85.0065,26.0,8.9231,15.0,59.487300000000005,015-017-01-01,Cx.Fechada,504.0,133.0,2268.0,2855.0
20000231262.0,EXPEC-TAMIN SOL ORAL 120ML,A,60.0,232.0,156734.0,0.126,85.13250000000001,70.0,3.3143000000000002,6.0,55.2383,014-024-01-02,Cx.Fechada,240.0,170.0,10620.0,11130.0
20000060010.0,COMPRESSA NAO ADERENTE ESTERIL,A,40.0,230.0,156964.0,0.12490000000000001,85.2574,22.0,10.454500000000001,3.0,348.48330000000004,016-012-01-01,Cx.Fechada,120.0,31.0,3360.0,3574.0
20000063720.0,FD INF CAPRICHO BABY HIPER EG 06 X 50,A,6.0,230.0,157194.0,0.12490000000000001,85.3823,43.0,5.348800000000001,8.0,66.86,018-035-01-01,Cx.Fechada,42.0,34.0,1872.0,1920.0
20000010203.0,CEFALEXINA 500MG (AM) C/ 10COMP,A,48.0,225.0,157419.0,0.1222,85.50450000000001,38.0,5.9211,2.0,296.055,016-017-01-01,,0.0,95.0,0.0,2.0
20000063727.0,FD INF CAPRICHO BABY MEGA P 04 X 96,A,4.0,220.0,157639.0,0.11950000000000001,85.62400000000001,65.0,3.3846000000000003,4.0,84.61500000000001,018-021-01-01,,0.0,11.0,0.0,0.0
20000063718.0,FD INF CAPRICHO BABY HIPER M 06 X 70,A,6.0,213.0,157852.0,0.11570000000000001,85.7397,31.0,6.871,6.0,114.5167,018-037-00-02,Cx.Fechada,36.0,35.0,78.0,119.0
20000060329.0,FD INF VIC BABY JUMBINHO G 12X18,A,12.0,212.0,158064.0,0.11520000000000001,85.8549,107.0,1.9813,0.0,0.0,,,0.0,13.0,0.0,0.0
20000060363.0,FD INF ENXUTITA SUPER JUMBO M 03X80,A,3.0,201.0,158265.0,0.1092,85.9641,88.0,2.2841,5.0,45.682,018-025-00-02,,0.0,5.0,0.0,0.0
20000062346.0,PACK PURO AMOR 200 UND,A,4.0,198.0,158463.0,0.1075,86.0716,59.0,3.3559,4.0,83.89750000000001,010-034-01-01,Cx.Fechada,16.0,27.0,444.0,467.0
20000014100.0,ITRACONAZOL 100MG C/ 15 CAP,A,60.0,197.0,158660.0,0.10700000000000001,86.1786,1.0,197.0,1.0,19700.0,017-011-01-01,,0.0,6.0,0.0,56.0
20000063724.0,FD INF CAPRICHO BABY JUMBINHO G 12 X 18,A,12.0,197.0,158857.0,0.10700000000000001,86.2856,98.0,2.0102,6.0,33.5033,018-029-01-01,Cx.Fechada,0.0,100.0,756.0,759.0
20000061258.0,FD INF CAP BUMMIS TUBOS JUMBINHOXXG12X12,A,12.0,197.0,159054.0,0.10700000000000001,86.3926,122.0,1.6148,5.0,32.296,018-019-01-01,Cx.Fechada,48.0,18.0,36.0,96.0
20000101940.0,MIGRALIV(D1) 1BL X 12 COMP,A,50.0,195.0,159249.0,0.10590000000000001,86.4985,25.0,7.8,0.0,0.0,,,0.0,70.0,0.0,0.0
20000010420.0,SINVASTATINA 20MG C/ 30COMP,A,48.0,195.0,159444.0,0.10590000000000001,86.6045,33.0,5.9091000000000005,4.0,147.72750000000002,014-028-01-02,,0.0,46.0,0.0,0.0
20000010592.0,HIDROCLOROTIAZIDA 25MG C/ 30CP,A,84.0,195.0,159639.0,0.10590000000000001,86.7104,37.0,5.270300000000001,10.0,52.703,015-003-01-01,Cx.Fechada,840.0,59.0,3780.0,4954.0
20000011673.0,ZOLPIDEM 10MG (B1)** C/ 30COMP,A,60.0,193.0,159832.0,0.1048,86.8152,49.0,3.9388,12.0,32.8233,018-003-01-01,Cx.Fechada,540.0,98.0,4020.0,4802.0
20000060424.0,FD GER SENSATY PREMIUM PANTS EC EG 04X16,A,4.0,192.0,160024.0,0.1043,86.9195,79.0,2.4304,6.0,40.5067,018-019-00-01,,0.0,70.0,0.0,0.0
